"Protein","Total.identified.peptides","Total.quantified.peptides","Annotation","C_0_R_1","C_0_R_2","C_0_R_3","C_1_R_1","C_1_R_2","C_1_R_3","C_2_R_1","C_2_R_2","C_2_R_3","C_3_R_1","C_3_R_2","C_3_R_3","C_4_R_1","C_4_R_2","C_4_R_3","C_5_R_1","C_5_R_2","C_5_R_3"
"Q6ZXV5",12,10,"TMTC3_HUMAN Protein O-mannosyl-transferase TMTC3",0.0936590684203004,0.0968836279112466,0.0905241825270975,0.187476418587737,0.173656040881491,0.188309443357999,0.172951718931815,0.117345957224808,0.136089281991497,-0.0350987412779774,-0.0150596597236354,0.0283499028280724,-0.139232700881366,-0.141388610141761,-0.183617213306617,-0.251841799975728,-0.220245897348489,-0.263853587388874
"P30530",4,4,"UFO_HUMAN Tyrosine-protein kinase receptor UFO",0.476175086867483,0.481900117315195,NA,0.191903369193075,0.290005767150403,NA,-0.290451868044374,-0.234277448327065,NA,-0.336155803985289,NA,NA,-0.348120520380713,NA,NA,-0.233384089463244,NA,NA
"Q6IN85",19,10,"P4R3A_HUMAN Serine/threonine-protein phosphatase 4 regulatory subunit 3A",-0.256133543853336,-0.313496719353279,-0.374651013125746,0.124481591548613,0.0745887007239069,0.167880726753489,0.125188338445209,-0.0569091198514385,-0.174611307556968,-0.127068797291959,-0.203406480676007,0.0158063667686143,0.194660988164366,0.182289196616044,0.117486057344463,0.139355638958739,0.209666470468832,0.209079267054462
"Q5MIZ7",4,4,"P4R3B_HUMAN Serine/threonine-protein phosphatase 4 regulatory subunit 3B",-0.102219281496486,0.03601044945236,0.586796712098173,0.032129102500253,-0.0520319759923421,0.447740113688876,-0.0330687308007007,-0.105163224482648,-0.183045474023248,-0.0133287633650898,-0.00714466753292034,-0.130873753479097,0.141127154552571,-0.188639969260773,-0.0090055538423761,0.0941398799575537,-0.246111870654712,-0.179699771525363
"Q8WVK7",2,2,"SKA2_HUMAN Spindle and kinetochore-associated protein 2",0.334502245792248,0.476680814067275,0.952566449483859,0.223586792018625,0.357758278734598,0.676412605134205,-0.0521053843972574,0.150441840195659,-0.297614753692206,-0.216332455585307,-0.735931007591809,-0.582324570454766,-0.200643890862322,-0.444472870506118,-0.287061124750082,-0.37357448551349,-0.223464920684663,-0.373532329718975
"O60437",51,50,"PEPL_HUMAN Periplakin",-1.08244747734867,-0.972524536903656,-1.22952558291614,-0.559461975591967,-0.616588421212883,-0.603305403566241,0.10972514932874,0.119165285331138,-0.0538895347022194,0.78785160585898,0.766235111191313,0.683078512402684,0.619112816602703,0.562232965635463,0.552380152700194,0.314784168839252,0.231009202369175,0.205859701524971
"Q14CX7",19,17,"NAA25_HUMAN N-alpha-acetyltransferase 25, NatB auxiliary subunit",-0.0612343803581898,-0.10992926264412,-0.165386994783002,-0.0671177730141433,-0.0766064840622098,-0.127183611252754,-0.137740072099975,-0.152456955539141,-0.307455829600703,-0.0972714554447637,-0.190597940598106,-0.0976556256515668,0.176156851243824,0.219717390735913,0.193480903222275,0.380686124951079,0.373830882819855,0.346095409038652
"Q8TEU7",11,11,"RPGF6_HUMAN Rap guanine nucleotide exchange factor 6",0.116589375922946,0.033526592841762,0.200572998524655,0.259066025543797,0.261747802784409,0.25299709641529,0.0967891937791181,-0.00196042755119322,0.103059723940912,-0.212282633744297,-0.0010915051395925,0.0144780999890529,-0.210229420253201,-0.0808909815364835,-0.108355914647249,-0.294420988142241,-0.16768897002431,-0.137631613940626
"O14737",7,7,"PDCD5_HUMAN Programmed cell death protein 5",0.342713401038564,0.209644041775056,0.624723507298725,-0.103654960796484,-0.0532854914712883,-0.0414438859564383,-0.145483578514511,-0.0317427925953355,0.155924111910376,0.0744900816580751,0.205480393051403,-0.140292999082078,-0.128506702229267,-0.202277177331848,-0.141143875788496,-0.13506863047554,-0.218478911351875,-0.173035727450853
"Q8N108",4,4,"MIER1_HUMAN Mesoderm induction early response protein 1",0.120530343153486,0.217197622694838,0.141305542687025,0.311698176876327,0.291175634670998,0.347353353844012,0.253611184519983,0.23055798467731,0.147755605704885,-0.168116642045513,-0.196797921009099,-0.110104322901019,-0.174045447162488,-0.215785077589274,-0.302911345647325,-0.282434418356961,-0.201308707059262,-0.183025463050219
"Q9Y4G8",2,2,"RPGF2_HUMAN Rap guanine nucleotide exchange factor 2",-0.236559770986646,-0.0707085562222217,0.0926088581391815,-0.141330758147678,0.219707201442711,-0.225096002116507,0.00741822153831196,0.095897031190719,0.132438266847292,-0.0595922293168728,0.171164561439236,0.0421620459726894,0.113549951237998,0.0504412690361399,-0.0189063941227575,0.0692135195891505,-0.025846322290835,-0.128950517435881
"Q9Y4F1",16,13,"FARP1_HUMAN FERM, ARHGEF and pleckstrin domain-containing protein 1",-0.1133403926426,-0.162020703856288,-0.124479415756738,0.0642478220146243,-0.0174379799470814,0.0757759084125383,-0.0503693924654515,-0.051363440289487,-0.0797102787344746,-0.0685113869057042,-0.0597738260845305,0.0446086046322737,-0.0327202561184853,0.005745253084702,-0.0165700363792501,0.176740362534305,0.218728625345016,0.165697404510572
"A0MZ66",14,8,"SHOT1_HUMAN Shootin-1",-0.024408227489477,0.0225501542835207,NA,0.0127519380755633,0.137946904857216,NA,0.0426378292718329,0.0686336197711215,NA,-0.0642556664373322,NA,NA,-0.0651995910738507,NA,NA,-0.133062350933124,NA,NA
"P13798",20,18,"ACPH_HUMAN Acylamino-acid-releasing enzyme",-0.163278310738595,-0.127270204968097,-0.135256632046335,-0.0248486577773393,-0.0604142418452797,0.0176693597315696,-0.0369702563209433,-0.0325659681431133,-0.0565461017667634,-0.072647330827026,-0.0905553585131454,-0.00577438628668611,-0.0010008182199436,0.0859147644185176,0.112119537044591,0.215607723169571,0.185559915456103,0.251397405989366
"Q13126",13,7,"MTAP_HUMAN S-methyl-5'-thioadenosine phosphorylase",0.262969959980407,0.184375838531603,0.376073525552404,-0.0453078600582964,-0.07530741667596,-0.228781783487365,0.079218037504125,0.142944239991003,0.273396658157201,0.09090606632144,0.206381517484935,0.0140787861491998,-0.0595958943524577,-0.187275814779716,-0.193988043234012,-0.0658731067192789,-0.319147144585385,-0.233074228625496
"Q9NQW6",30,30,"ANLN_HUMAN Anillin",1.23526144629445,1.2338295695343,1.50055365042049,0.812484650603402,0.841071937101423,0.967038014473781,-0.0878133606259833,-0.0299707884332178,-0.0678842502232504,-0.498107861419183,-0.611367830200517,-0.807948574013772,-0.512392249553345,-0.832415625875728,-0.90787381262139,-0.583814384337659,-0.819937035723765,-0.93901089305008
"Q9UHD9",16,12,"UBQL2_HUMAN Ubiquilin-2",0.238834384974201,0.216123024035944,0.204655878180878,0.0703659435751839,0.133075753473033,0.0503552901531749,0.0195634838247557,0.0429538153221186,0.0715708167965212,-0.0372759701968985,0.009711641749806,-0.0706508634812205,-0.103434767944944,-0.132998481942472,-0.121404462880118,-0.113317547242543,-0.226440132335636,-0.194905373544364
"Q9NRR5",9,9,"UBQL4_HUMAN Ubiquilin-4",-0.0232759006928759,0.0024137621007113,0.00273964928659475,-0.329304900069157,-0.127879307752009,-0.28778673516249,0.0511200743876453,0.076722672966697,0.0783023298054832,0.0884195050267095,0.0536124659730905,0.0044481763687671,0.0673244205577302,0.024860492682077,0.0543453926435924,0.223239764250639,0.0581343306518644,0.0736110598463484
"P62987",7,5,"RL40_HUMAN Ubiquitin-60S ribosomal protein L40",-0.116362766060737,-0.0709740949196765,-0.165467727550682,0.0247946969268136,0.128918957495081,0.205540660017645,-0.154427158241863,-0.149056466448872,-0.321373858447813,-0.131517139862381,-0.166497133331889,-0.129805564106058,0.104027155509138,0.143331829674632,0.111698779862935,0.262947301815372,0.301955901597137,0.209877001865247
"Q9UMX0",5,5,"UBQL1_HUMAN Ubiquilin-1",0.256979574146428,0.227656205260283,0.319892700404998,0.0896494604472062,0.153818575793113,0.0906647643713399,-0.0763879706176958,-0.134901629056957,0.214084914343233,-0.136817490175499,0.0348763671984565,-0.0976557751461086,-0.0866615841307724,-0.0548083375279054,-0.116000314437607,-0.0406508017041791,-0.206798643531742,-0.225964591816719
"Q9H6Y2",5,3,"WDR55_HUMAN WD repeat-containing protein 55",0.208929089259983,0.226926277117224,0.034188315750621,0.156435287019609,0.111048404245873,-0.0190738126134085,0.0833270129972591,0.123131651895404,0.0013086964910056,0.0109863499894524,-0.0478359245043806,-0.0766789250585888,0.0640115588844667,-0.179988921383494,-0.119495719735028,-0.0954599559918069,-0.18630790517041,-0.207841103399751
"Q9NZZ3",6,4,"CHMP5_HUMAN Charged multivesicular body protein 5",-0.270681458425181,-0.195834822871237,-0.159216908644994,-0.0684655090786926,0.0105809025060318,0.0406647299532773,-0.0770087581127014,-0.0813994979981881,-0.163131357164073,-0.0799848072058177,-0.173907869065835,-0.0192676678861435,0.0996118758863817,0.144496552205412,0.135029371545013,0.26626902655153,0.300927010488713,0.276197052934794
"P22830",12,12,"HEMH_HUMAN Ferrochelatase, mitochondrial",-0.38402629211285,-0.407977858752478,-0.505269432300768,-0.213640406012217,-0.240821352693043,-0.29450098520552,0.0948988418052791,0.0133873064037418,-0.105871355172434,0.185136788179998,0.0686480373936152,0.110949697353918,0.280035118043351,0.245017865604695,0.211638769593328,0.413855810124723,0.27593669690784,0.325327558711189
"Q03169",26,26,"TNAP2_HUMAN Tumor necrosis factor alpha-induced protein 2",-0.716525175863209,-0.70261858788026,-0.734711586474338,-0.470691346988519,-0.4970538151823,-0.414416212598845,0.267426335372102,0.251135865357794,0.1953951747371,0.371070779176747,0.285040373911354,0.379346414385839,0.438240465634766,0.539435856315128,0.500731499214943,0.0843705571073741,0.104595541233624,0.130619272186574
"P13797",34,32,"PLST_HUMAN Plastin-3",0.156068934121735,0.119233672077533,0.178800205850568,0.0340755592530248,0.0344900905497706,-0.0419821799681162,0.259315892099753,0.2268413665676,0.335037112728865,0.085261713112997,0.115291431888631,0.0506642324405737,-0.0857403862516454,-0.224876190467364,-0.244930540898215,-0.189608969904325,-0.379717268167159,-0.306952585911711
"Q14651",2,2,"PLSI_HUMAN Plastin-1",-0.0970897623083653,-0.138804450155981,NA,0.0405675902595376,-0.00769163990696028,NA,0.00915811590939556,0.169635742989345,NA,-0.0514347552799532,NA,NA,0.0404660369519515,NA,NA,0.0327877318665026,NA,NA
"Q16363",6,6,"LAMA4_HUMAN Laminin subunit alpha-4",-1.91595043241259,-1.64415211719493,-1.26012862600934,-0.769551300379224,-0.988688866025569,-0.96267893437725,-0.666150588729122,-0.653552466511568,-0.795358748067052,0.634293397479129,-0.20667057020645,-0.0481614288837914,1.51812385254613,0.874418490603491,0.797542764162102,2.13881911681128,0.976522065041558,1.03124369768895
"Q13098",18,14,"CSN1_HUMAN COP9 signalosome complex subunit 1",-0.117091081879106,-0.129964551238003,-0.165507560710054,-0.0194347866038106,-0.00840293952538136,0.0297523639962804,0.0281975549382195,0.0186181794109311,-0.0482578620618351,-0.0864468330048043,-0.119520177182075,-0.0414106222969714,0.0740283272969134,0.0981905103872112,0.0817566255044324,0.169169528230888,0.145788644489368,0.179459635230428
"Q9UBS8",10,7,"RNF14_HUMAN E3 ubiquitin-protein ligase RNF14",0.188240050452405,0.183339206563034,0.132038559822045,0.162866806216042,0.0918498156578351,0.0841796401271984,0.124852745405095,0.0289489854000396,0.11440506327901,0.0539326092017516,0.0249814723149366,-0.0278876841897882,-0.0881610097140044,-0.184901282760132,-0.173285125581155,-0.117142272575537,-0.24454512488038,-0.266102078944364
"P53602",10,10,"MVD1_HUMAN Diphosphomevalonate decarboxylase",-0.329135832944443,-0.302965880349895,-0.382097587766397,-0.409836538769718,-0.377706980218953,-0.358651239498163,-0.412745165974409,-0.30783592016074,-0.505651318922225,-0.22887956320806,-0.353189181005903,-0.278079002080557,0.230194084088838,0.47871309659033,0.516873448234815,0.981085339291739,1.01657148842093,0.957399958065374
"Q99590",20,19,"SCAFB_HUMAN Protein SCAF11",0.180501929049605,0.191881155582304,0.225887413169487,0.21080088174549,0.206535478796026,0.170519329554107,0.257902489366593,0.208863371690979,0.285689500245237,-0.131446824782243,-0.0939958245845463,-0.120429113782777,-0.150318678737712,-0.215447787940428,-0.228521827404375,-0.233610838188319,-0.340041367488386,-0.319965931395291
"Q8TDR0",2,2,"MIPT3_HUMAN TRAF3-interacting protein 1",-0.0027360101730224,0.0399560879359584,-0.052541466355004,0.202430227929537,0.0517629498167113,0.140908723566996,0.0504515805985355,0.0647002421842771,-0.138028205272568,0.0748288324413212,0.0711401691129092,0.0954110806599153,0.0518087789474407,0.0859114919696572,0.0035558985943552,-0.15285100794656,-0.286764050522105,-0.0209564119899615
"Q15334",13,12,"L2GL1_HUMAN Lethal(2) giant larvae protein homolog 1",0.030245926568324,0.392621209283399,0.0242504876229698,0.0142535282007153,-0.0300297242290531,0.220577403701061,0.0365478898950576,0.0845246150321194,0.184274504202618,-0.0529403634681712,0.159461065374088,0.0824478959394866,-0.228457883899408,-0.134360176513143,-0.100595775269214,-0.192557545009826,-0.197318937015645,-0.174705002376931
"Q9NP81",11,11,"SYSM_HUMAN Serine--tRNA ligase, mitochondrial",-0.336671874446578,-0.365531080152154,-0.37584427986441,-0.206436530544001,-0.196263169617393,-0.132288295553639,-0.0398036916873579,-0.0389841478313123,-0.147178102375695,0.129832372772663,0.0047884936690642,0.0580588336528806,0.285586965007463,0.257654683775373,0.203617162587453,0.331341854720824,0.333621563941771,0.332501296652242
"Q92917",13,10,"GPKOW_HUMAN G-patch domain and KOW motifs-containing protein",0.284971462419595,0.329064727710935,0.259576715736442,0.0254860674012945,0.131518490207054,0.0223775614114748,-0.0546507864655289,-0.00638005242966959,0.0129596423080802,0.0169093311308841,0.0133114090633368,-0.0512691412534114,-0.125357669205483,-0.108593795163045,-0.065880589547222,-0.277146183197043,-0.188202030446457,-0.242378570195662
"Q8TBC4",19,18,"UBA3_HUMAN NEDD8-activating enzyme E1 catalytic subunit",-0.12746057370274,-0.104392852542126,-0.171204651571218,-0.0585699813672484,-0.0508170464872545,-0.0350707834685758,0.132425458680435,0.12062085632305,0.0351179828432546,0.136332078315044,0.0843361074030862,0.109423767745127,0.0421722404690479,0.0198362782400423,0.0272979041981317,0.008724234378983,-0.0414380414796654,-0.0455164863282041
"Q8TDH9",4,3,"BL1S5_HUMAN Biogenesis of lysosome-related organelles complex 1 subunit 5",-0.193401728321626,-0.214462360538158,-0.135989045813004,-0.0476550899146554,0.0156075505582223,0.102866862825192,-0.0238430334578985,-0.0405788939209602,0.0142198222497975,-0.00372782178747295,0.0523977447454847,0.0832762839259053,-0.0557984989212462,0.133168619241218,0.107475119192064,-0.0047516006512776,0.203249775019029,0.0955566713634161
"Q9P2T1",10,10,"GMPR2_HUMAN GMP reductase 2",-0.0475803054240537,-0.102916900979795,-0.0845528824784604,0.129650242259853,0.0744390272835407,0.20469599739483,0.0548148547455957,-0.0249917621493342,-0.0010400761075338,-0.111923357251994,-0.167482477046863,-0.131353025025302,-0.0115140454132806,-0.0010115975474152,-0.0380716804231284,0.0788052493042613,0.130453641623909,0.142523948905221
"P36959",8,7,"GMPR1_HUMAN GMP reductase 1",-1.06594510273571,-1.01096715348658,-0.870241991215481,-0.736386811649209,-0.702150395498836,-0.643070806736351,-0.354747558390779,-0.286712837069536,-0.371007709186637,0.175925654805719,0.0128918746959912,0.114655715684771,0.752056779635949,0.832029832479775,0.768252498516139,1.13378393831328,1.00092013330056,0.941117829882124
"Q9P0U4",5,4,"CXXC1_HUMAN CXXC-type zinc finger protein 1",-0.0322197605338114,0.0518788009826382,-0.200615989601963,0.112605128515558,0.210364107275941,-0.0727572001405403,0.0787705995147971,0.0871958800933704,0.0227830046945761,-0.00146378186685071,0.0798101567652358,0.140617203558953,0.18646131506196,-0.0396757669198421,0.016000214572489,0.182889649681595,0.0692673962416147,0.0188526324818572
"Q96I15",8,7,"SCLY_HUMAN Selenocysteine lyase",-0.334278738856739,-0.326308605930005,-0.480572016338959,-0.210840499555685,-0.169830768858933,-0.230157558807776,0.167937553061369,0.0511252580746635,-0.0682032197992199,0.134796738776831,0.124951393698354,0.0354156004458549,0.314560738897259,0.103100154479151,0.192434303517547,0.356542332916255,0.281783220252932,0.150398872982748
"Q9NW13",21,16,"RBM28_HUMAN RNA-binding protein 28",0.125346150804936,0.07194476692806,0.0859560410101814,0.0646910879620997,0.0236698345257888,-0.0456234301107973,0.134260028703167,0.123596088303761,0.100047923678905,0.122913234989042,0.0863143637224102,0.079346254933318,-0.0227873962788413,-0.12055184318014,-0.11332983109464,-0.161905387199383,-0.203617543346834,-0.196171412231905
"P57764",3,2,"GSDMD_HUMAN Gasdermin-D",0.0769610147663996,0.119341109111508,-0.041453574181846,0.0852220481859588,0.196149448806989,-0.000170946337092299,0.00478397754403076,0.11430654513515,-0.0358714030851761,-0.0649791910932211,0.0160940494333354,0.0479021766970708,-0.0913666806396944,-0.0440205866893867,-0.129586647829477,-0.265280735336459,-0.0761363993799944,-0.0018267554692562
"Q7L5D6",6,5,"GET4_HUMAN Golgi to ER traffic protein 4 homolog",-0.267091338652989,-0.30713657554904,-0.301011733984231,-0.167722247281463,-0.320860087952609,-0.0692804352591561,-0.214857190924403,-0.1849642965083,-0.191367301658421,-0.0428450604759632,0.0193072152584343,0.0214279379711485,0.141953349834331,0.358908036504006,0.39480315769504,0.414920528458399,0.423577387271702,0.398389183850901
"Q9NV88",6,6,"INT9_HUMAN Integrator complex subunit 9",0.0443363196217399,-0.00455097185181651,0.171044824221115,-0.0686458097965582,-0.120421583977867,-0.09864186332719,-0.0100795922984939,0.0318272318788959,0.144067560280851,0.150471378321202,0.195350826894286,0.104287681351498,0.0682080051132947,-0.0830827450783305,0.0240698693613552,-0.191905581658566,-0.100214049204679,-0.177045745973695
"Q9NQ87",2,2,"HEYL_HUMAN Hairy/enhancer-of-split related with YRPW motif-like protein",NA,NA,-0.269842207572148,NA,NA,-0.090316562678387,NA,NA,-0.353654755019887,NA,0.0220695641098175,0.0831907333807026,NA,0.183306090690959,0.182567749597982,NA,0.141964809929097,0.190730343030422
"P40429",14,14,"RL13A_HUMAN 60S ribosomal protein L13a",0.17909219218218,0.161984961037,0.147806271965023,0.0951806603418475,0.0662148260162678,0.125133526600347,-0.116587664949592,-0.126553684587145,-0.154898520732273,-0.135306177768184,-0.167404278118486,-0.120385497473877,-0.0029726116475823,-0.0231493960491648,0.0119516205936658,0.0459948347905859,0.0587615317705847,0.0382053687571706
"Q9H3K2",5,5,"GHITM_HUMAN Growth hormone-inducible transmembrane protein",-0.45344471941074,-0.468548975786228,-0.364324121311509,-0.225180306524401,-0.275116166097697,-0.140442333350638,0.00873687579949056,-0.0978064491879038,0.0704024409506452,0.105888090206114,0.134306726675735,0.22927257887345,0.267424699500987,0.24667075613874,0.249330758665801,0.283245905600234,0.219484158030894,0.297710457021055
"Q8IWE2",22,20,"NXP20_HUMAN Protein NOXP20",0.229046381598268,0.193736344002237,0.151218584500876,0.322812146362194,0.215265929858207,0.167874796391698,-0.040626601009706,-0.142227160965941,-0.144792118774051,-0.217437258613657,-0.273963585873571,-0.242957049395644,-0.119830888669953,-0.0833774074452605,-0.0623233490486422,0.113231975691028,0.0457058312575883,0.0493865839958305
"Q14145",10,8,"KEAP1_HUMAN Kelch-like ECH-associated protein 1",0.390717593451816,0.384877546824962,0.40604766664025,0.354861863885279,0.307070765713639,0.310219883558818,-0.230639175877116,-0.184038440945666,-0.150499767848619,-0.134498703160619,-0.0511373585857787,-0.0358603524558123,-0.21802918072616,-0.194796984402952,-0.152024897205749,-0.281767651867577,-0.170269017694478,-0.301025428218672
"Q7L591",6,6,"DOK3_HUMAN Docking protein 3",-0.312271083670512,-0.307350098473717,-0.772770274163308,-0.364041954704414,-0.220882101247613,-0.50868969099651,-0.178398800718482,-0.137235925596083,-0.359541681801425,0.185927637839988,0.0423095502156378,0.0529645904152868,0.383433707868962,0.496689582748205,0.460477187188079,0.49926442662529,0.594883168077156,0.512595509122065
"Q8NC51",25,20,"PAIRB_HUMAN Plasminogen activator inhibitor 1 RNA-binding protein",-0.113859557063475,-0.150616488916802,-0.128844888971137,0.299529884580801,0.193751989727712,0.289104160618497,-0.108923629201093,-0.276307021379661,-0.262784145133604,-0.258949409542605,-0.338876646502836,-0.139074388279719,0.115592183300649,0.113274847429929,0.0835255199463656,0.308372620117535,0.218323319644914,0.243098149714691
"Q5JVS0",9,8,"HABP4_HUMAN Intracellular hyaluronan-binding protein 4",0.11527470616849,0.101244702868274,0.138714090324636,0.0558127119386076,0.105591250315189,0.0117846298485642,-0.116306756984565,-0.206697021819384,-0.133056023161408,-0.0307699165498252,-0.106341066535436,-0.153657381177986,0.0329620637945573,-0.0615682430005293,-0.0198156673216358,0.187225498162887,0.110750600770783,0.0417259046612729
"Q9BVS4",10,8,"RIOK2_HUMAN Serine/threonine-protein kinase RIO2",0.0829795615355564,0.17893075330014,0.314998193427084,0.0750255782605988,0.114900581289071,0.176546807017717,-0.0401593455518875,-0.0352496159130759,-0.156148233577095,0.0451921305465281,0.0438441615534247,0.0907635859523863,0.0417723242467147,-0.0710681380303025,-0.0623210626873242,-0.137672150402728,-0.183336720553027,-0.183734458813439
"Q9NRN7",12,12,"ADPPT_HUMAN L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase",0.0106002151888847,-0.0561692428355308,-0.075713590147574,-0.106778218447326,-0.105760998538689,0.055379394214308,-0.108772550528658,-0.183966738660024,-0.169218312365109,0.104538776666231,0.0351812566058279,0.0901129047112763,0.0328440620103596,0.102366045124514,0.12806871874356,0.0038678067350551,0.175032091651931,0.0914065299963946
"Q9UP83",17,14,"COG5_HUMAN Conserved oligomeric Golgi complex subunit 5",0.0533049275988745,0.0665971838557356,-0.0754848713128473,-0.0382018258695799,-0.0141673604631322,-0.0412207098199813,-0.0939138684205899,-0.0777219196510062,-0.23649513237769,0.0549352562407491,-0.0799086435777545,-0.122462149805798,-0.0155162543121362,0.0994508492825332,0.103772832306027,0.111836038446031,0.228646856836241,0.196464040751469
"Q14012",8,8,"KCC1A_HUMAN Calcium/calmodulin-dependent protein kinase type 1",0.276036265696845,0.319023705764209,0.246899396573378,0.138280518190099,0.113738404654767,0.231243316301264,-0.0265893500276118,0.12549455435929,0.163461423758445,-0.0644854792244009,0.0562303549151825,-0.134415617820634,-0.295181611786717,-0.257846981550912,-0.154927671206973,-0.26845440239411,-0.244544734089925,-0.206336036557037
"P22413",12,12,"ENPP1_HUMAN Ectonucleotide pyrophosphatase/phosphodiesterase family member 1",0.580472002762765,0.441136166624003,0.544456546050219,0.132426163098395,0.228901885355494,0.254069120915402,0.0276777369598608,0.0737527947185094,0.173830342138652,-0.217554960546113,-0.115757808695502,-0.136787610256955,-0.349807208502138,-0.354054928732942,-0.332022943517217,-0.397351307102886,-0.30688587593727,-0.245968078699708
"Q5TGY3",13,11,"AHDC1_HUMAN AT-hook DNA-binding motif-containing protein 1",-0.0284910443736115,0.0132799885429024,0.0991924584548234,0.0145758827326936,0.0276242319754151,0.167897632868709,-0.048903826000385,-0.0830625869003679,-0.0402481957718808,0.0515871217559501,0.115078479373608,0.141700206348063,-0.047825415225954,-0.026870214526456,-0.103720342801563,-0.0870390904768819,-0.0310486692763514,-0.0948119885963524
"Q96SZ5",10,6,"AEDO_HUMAN 2-aminoethanethiol dioxygenase",-0.29605385658657,-0.108920262876197,-0.146339419578002,-0.0054164092192648,0.12588873199533,0.0924434200947785,0.0657182263460497,0.0130497045695898,-0.105142354932404,-0.0992241410723014,-0.0451530178842856,-0.0685190661375044,0.135578856071122,0.10120903473119,0.0859901239163784,0.16644472553737,0.137978553959185,0.0387138266678901
"P30084",15,14,"ECHM_HUMAN Enoyl-CoA hydratase, mitochondrial",-0.354756791807338,-0.354748897696152,-0.314573903884486,-0.347776726252702,-0.274755116678129,-0.287064696465977,0.0186197244690491,0.026444393643879,0.068900400454044,0.105861720523162,0.115204112062127,0.0782429336569565,0.224652409993175,0.22519226232207,0.251072524422682,0.323419258406372,0.284448242179688,0.330291613843024
"Q9NSY0",8,6,"NRBP2_HUMAN Nuclear receptor-binding protein 2",-0.14293361831169,-0.0895630647303234,-0.163354767113672,-0.0134689027354986,-0.0743571673813575,-0.00572350191205082,-0.0596657817325271,0.015360992770291,-0.114053910699507,-0.134603305145996,-0.0166742412318015,-0.0901383670529452,0.0037076738096193,0.167660130302886,0.0716202912043743,0.129801714843959,0.285102084184448,0.194845254503153
"Q5VWP3",2,2,"MLIP_HUMAN Muscular LMNA-interacting protein",-0.41890493159331,-0.645549418408825,-0.499621829856534,-0.196440916505339,-0.256656979976287,-0.196250233893453,-0.116668442737369,-0.0614377846300719,-0.106758818282492,0.156040902113921,-0.0236517400860958,0.150822367466659,0.379606126063905,0.3012782277654,0.415819929140885,0.689769765184067,0.434895933898031,0.54915451094572
"Q14160",51,42,"SCRIB_HUMAN Protein scribble homolog",-0.294005003692966,-0.225593170786324,-0.266756012882703,-0.0932360242573229,-0.100849011249328,-0.0640451943132737,0.0575540936123939,0.00366796419083837,-0.0529587759987832,0.036312589462208,-0.0166830237959315,0.030767655470694,0.155715726505914,0.164102399297683,0.133539114040954,0.219044918532588,0.233702569914885,0.210376957474235
"Q9BTT6",3,2,"LRRC1_HUMAN Leucine-rich repeat-containing protein 1",-0.331182260454665,-0.365091664586495,NA,-0.00197192861908217,-0.110963779909516,NA,0.0305329521121555,-0.0878591601869134,NA,0.096337150455902,NA,NA,0.368193624749295,NA,NA,0.399599676764791,NA,NA
"Q86XL3",27,24,"ANKL2_HUMAN Ankyrin repeat and LEM domain-containing protein 2",0.478929279585174,0.432458185239444,0.463037119245719,0.28721672303542,0.336407063843468,0.355996750329974,-0.112824083298408,-0.0661238585018911,-0.0948091980605789,-0.279434268652095,-0.257693457040483,-0.237966842095113,-0.279148467156618,-0.275207035127,-0.243233253333096,-0.320327482185462,-0.194862112053945,-0.216164910795812
"Q92889",10,10,"XPF_HUMAN DNA repair endonuclease XPF",-0.198249662131231,-0.21603440497203,-0.24060648093433,-0.124189104486841,-0.0697218243436481,-0.189025745829024,0.0194888329490423,-0.0679560441515869,-0.187148749707527,0.0809047748204462,0.0350261231053595,0.173649746655132,0.152330436492241,0.21744228161717,0.208819088886632,0.127107847417134,0.153637401300945,0.242086712782154
"Q14166",14,12,"TTL12_HUMAN Tubulin--tyrosine ligase-like protein 12",0.115612661660806,0.154634085085977,0.163519604750315,-0.0967632171314461,-0.0695385332050901,-0.135240487343491,0.0982908508391441,0.184942163426785,0.179833495082425,0.143881603292072,0.15403431387267,0.0827157617224726,-0.10406653664387,-0.0879069535070095,-0.0629462412428501,-0.213683791929806,-0.226048074884158,-0.135714353092456
"Q15365",17,14,"PCBP1_HUMAN Poly(rC)-binding protein 1",0.111076001902954,0.0846402371048703,0.0999571593871855,-0.0387882881364704,0.00113434317318324,-0.0235218833772178,0.0112962175703688,0.0796482306848242,0.114122987216839,0.0352101245569714,0.0527780930777186,0.0337868568902609,-0.0867252132286244,-0.0956296659096905,0.0156058298816974,-0.116973843456038,-0.101593539658108,-0.0884132718866954
"Q15366",9,7,"PCBP2_HUMAN Poly(rC)-binding protein 2",0.247616953819731,0.236012135691059,0.242046476260142,0.0487788504949532,0.0965133147811311,0.0283822676436839,0.0511728073840199,0.187216587436717,0.150380401728361,0.0494112733981549,0.0434379255899648,0.0230744940301844,-0.143460862677675,-0.232608370551169,-0.144203793677662,-0.216106513561763,-0.346736387123566,-0.233317184872237
"P57723",7,7,"PCBP4_HUMAN Poly(rC)-binding protein 4",-0.279716225305903,-0.304198747934216,-0.253472575518359,-0.017016318707679,-0.0508272790371591,0.0286502404405148,-0.266016186741005,-0.322071004793396,-0.374573469062634,0.099328221959657,0.151940493619597,0.254897232666521,0.187149315474705,0.32269309962154,0.303374147404969,0.0879520991450824,0.131639341643231,0.182270346528747
